原文,訳文
Heironeous,ハイローニアス
Pyrotechnics,火炎使い
Pynt Oomtrowl,パイント・ウームトロール
Pavane,パヴァーヌ
Havi Termock,ハヴィ・ターモック
Havia Quickknife,ハヴィア・クイックナイフ
Buvvie,バヴィー
Havilar,ハヴィラー
Pavilion of the Host,パヴィリオン・オヴ・ザ・ホスト
howdah,ハウダ
Howler,ハウラー
THE HOWLING PEAKS,ハウリング山脈
Howling River,ハウリング川
Hound,ハウンド
Baeshra,バエシュラ
Chaedi,ハエディ
Bael,バエル
Baern,バエルン
Hakal,ハカール
Haka'torvhak,ハカトルヴァク
Ephemeral,はかなき存在
Really Big Oysters,ばかにでっかい牡蠣の歌
Huggybug,ハギーバグ
Hag,ハグ
hag eye,ハグ・アイ
Hagnar,ハグナー
Hag Dolls,ハグの人形
Hag Objects,ハグの品物
hag coven,ハグの魔女団
Hag Names,ハグの名前
Bagpipes,バグパイプ
Bugbear,バグベア
bugbear chief,バグベアの頭目
Bugbear Special Forces,バグベア特殊部隊
Hucrele,ハクリール
Hagren,ハグレン
Renegade Wizards,はぐれ魔導師
the Hag Countess,ハグ女伯爵
brush,はけ
bucket,バケツ
Paggen,パゲン
The Bazaar,バザール
BAZAAR MERCHANT,バザールの商人
Bazaar Street,バザー大通り
The Passar,パサー通り
Pincer,ハサミ
clippers,はさみ
Bashekk Ortallis,バシェック・オータリス
ladder,はしご
the First Circle,はじまりの円環
Introduction,はじめに
Pleased to Meet You,はじめまして
Basha,バシャ
pasha,パシャ
Badger,バジャー
Badger,バジャー（アナグマ）
Hashak,ハシャク
Hashalaq Quori,ハシャラク・クォーリ
Hashphronyxadyn,ハシュフロニクサドリン
Bajok,バジョク
Basilisk,バジリスク
Basilisk Gate,バジリスク門
The Basilisk Gate,バジリスク門
Pass without Trace,跡を残さぬ移動
Passwall,壁抜け
Hascal d'Ghallanda,ハスカル・ド＝ガランダ
Bask,バスク
Hask Malevanor,ハスク・マレヴァノール
Pasque Enrial,パスケ・エンリアル
Pazuzu,パズズ
Hastarl,ハスタール
Bastion,バスチオン
Bastion,バスチオン（砦）
Bast,バステト
BASURA SWAMP,バスラ沼
Haseid,ハセイド
Bazek Mohl,バゼク・モール
Hatheril,ハセリル
Hatae,ハタイ
Hadarai,ハダライ
Hadar,ハダル
Grasp of Hadar,ハダルの捕縛
Baggi,バッギ
Hack and Slash,ハック・アンド・スラッシュ型
Bag of Devouring,むさぼり食う袋
Bag of Tricks,奇術の袋
Bag of Beans,豆の袋
Bag of Holding,物入れ袋
Back Talker,バック・トーカー（口答えする者）
Hax,ハックス
Buckman,バックマン
Bucklebar,バックルバー（留め金）
Clan Bucklebar,バックルバー氏族
Buckle Street,バックル大通り
Buckle Alley,バックル通り
Hassantyr's Street,ハッサンティア大通り
Badge of the Watch,警備隊の記章
Passion,パッション（激情）
Passage,パッセージ
Hatchrin Alet'taz,ハッチリン・アレットターズ
Bat,バット
Hat of vermin,害獣の帽子
Hat of wizardry,魔道士の帽子
Hat of Disguise,変装帽子
Batley Summerfoot,バットリー・サマーフット
Bati,バティー
Batiri,バティーリ
Bathin,バティン
Hades,ハデス
padded,パデッド
Hathor,ハトホル
Patrahk'n,パトラクン
Patrin,パトリン
Battle Standard of Infernal Power,地獄の力の旗印
Battle Smith,バトル・スミス（戦場の鍛冶屋）
Battle Master,バトル・マスター
Battleaxe,バトルアックス
Battlegore,バトルゴア
Battlehammer,バトルハンマー（戦鎚）
battlerager,バトルレイジャー
Battlerager Armor,バトルレイジャーの鎧
Path of the Battlerager,バトルレイジャーの道
Battlerager Charge,バトルレイジャーの突撃
Hadrosaurus,ハドロサウルス
Patron,パトロン
Patrons,パトロン
Haddon Fleetfoot,ハドン・フリートフット
Banner,バナー（軍旗）
Panana,パナーナ
The Panaceum,パナシアム
Hanamar,ハナマー
Hanali,ハナリィ
Hanali Celanil,ハナリィ・セラニル
Banneret,バナレット
Hania,ハニア
Honeypot,ハニーポット（蜜壺家）
Banishment,放逐
Banishing Smite,放逐の一撃
Hapah,ハパー
Babau,ババウ
Habbakuk,ハバクク
Papazotl,パパザートゥル
Bahati,バハティ
Bahamut,バハムート
Baharoosh,バハルーシュ
Baboon,バブーン
Baphomet,バフォメット
Madness of Baphomet,バフォメットがもたらす狂気
Hahpet,ハフペト
Perfume of bewitching,惑わしの香水
Bafflestone,バフルストーン
Habor,ハボール
Hama,ハマ
Hamarfae,ハマルファエ
Hamish Hewland,ハミシュ・ヒューランド
Bit and bridle,はみとくつわ
Hamhocks Slaughterhouse,ハムホックの屠殺場
Hamun Kost,ハムン・コスト
Hammond Kraddoc,ハモンド・クラドック
Bayar,バヤル
Balaka,バラカ
Barakas,バラカス
Barrakas,バラカス
Halak Boromar,ハラク・ボロマール
Balakros,バラクロス
Halakosh,ハラコシュ
Balasar,バラサール
Hareth,ハラス
Lord Halas Tarkanan,ハラス・タルカナン卿
Barath Drinn,バラス・ドリン
Halas Martain,ハラス・マーテイン
Halaster Blackcloak,ハラスター・ブラッククローク
Halaster's Futuristic Frogmash,ハラスターの未来の酒　蛙どぶろく
Halaster's Goals,ハラスターの目的
Halastree,ハラスツリー
Halastron,ハラストロン
Paladine,パラダイン
Baradad,バラダッド
Hullack Forest,ハラック森林
Harash,ハラッシュ
paladin,パラディン
Paladin: Oathbreaker,パラディン：誓い破りし者（￥￥るび：オースブレイカー）
Paladin Orders,パラディンの聖騎士団
Jalana,ハラナ
Pallabar,パラバー
Choosing Items Piecemeal,バラバラにアイテムを選ぶ
Balama,バラマ
Balam,バラム
Balarystul,バラリスタル
Gut Alley,はらわた通り
Harann,ハラン
Balance of Harmony,調和の天秤
Baran's Keep,バラン砦
Bali d'Orien,バリ・ド＝オリエン
Harria Valashtar,ハリア・ヴァラシュター
Halia Thornton,ハリア・ソーントン
Parry,受け流し
Variant:Satyr Pipes,バリエーション：サテュロスのパン・パイプ
Harriet,ハリエット
Palien,パリエン
Barixis,バリクシス
Haliss ir'Cronn,ハリス・イル＝クロン
Ballista,バリスタ
Halisstra Melarn,ハリストラ・メラーン
Harric d'Deneith,ハリック・ド＝デニス
Kharissa Anuvien,ハリッサ・アニュヴィアン
Cardinal Halidor,ハリドー枢機卿
Balinor,バリノール
BALINOR'S SORROW,バリノールズ・ソロウ
Balifra,バリフラ
Balifra Eversharp,バリフラ・エヴァーシャープ
Halimath,ハリマス
Hallucinatory Terrain,幻の地形
Hal,ハル
Bheur hag,バル・ハグ
Bal Molesh,バル・モレッシュ
Halruaa,ハルアー
Halruaan,ハルアー語
Halruaan,ハルアー人
Balwiira,バルウィーラ
Haruuc,ハルーク
Paluur Draal,パルール・ドラール
Haluun,ハルーン
Bulkar,バルカー
Harkina Hunt,ハルキナ・ハント
Balsag,バルサグ
Hulziin,ハルジーン
Hars,ハルス
Balthran Ireheart,バルスラン・アイアハート
Bartho,バルゾー
Baldur's Gate,バルダーズ・ゲート
Baldur's Gate: Descent into Avernus,バルダーズ・ゲート：地獄の戦場アヴェルヌス
Final Encounters in Baldur's Gate,バルダーズ・ゲートでの事後処理
Evil in Baldur's Gate,バルダーズ・ゲートに潜む悪
Baldurian,バルダーズ・ゲートの（市民）
Baldur's Gate Character Backgrounds,バルダーズ・ゲートのキャラクターの背景
Beyond Baldur's Gate,バルダーズ・ゲートの外には
Trouble in Baldur's Gate,バルダーズ・ゲートの混乱
Baldur's Bones,バルダーの骨
Baldur's Mouth,バルダーの声
Baldur's Gate,バルダー門
Baldasker,バルダスカー（農場）
Balduran,バルダラン
Seatower of Balduran,バルダランの海塔
Balduran's Tomb,バルダランの墓
Bardeid,バルデイード
Balderk,バルデルク
Bardryn,バルドリン
Balder,バルドル
Barnabas,バルナバス
Barnabas Bladecutter,バルナバス・ブレードカッター
Harnoth,ハルノス
Halberd,ハルバード
Bulba-Slopp,バルバスロップ
Balhannoth,バルハノス
Harbek,ハルベク
Barbena,バルベナ
Hullhollyn,ハルホリン家
Balryn,バルリン
barlgura,バルルグラ
Halleth Garke,ハレス・ガーキ
Hareth's Folly,ハレス・フォリー
Halesta,ハレスタ
palette,パレット
Bareris,バレリス
Barendd,バレンド
Barren Sea,バレン海
Barren Keep,バレン砦
Hallow,清浄の地
Barovia,バロヴィア
THE HARROWCROWNS,ハロウクラウンズ
Hollow's Heart,ハロウズ・ハート
Burrowfound,バロウファウンド（隠れ穴の創建者）
Balor,バロール
Barok Clanghammer,バロク・クラングハンマー（“鳴り響く鎚”）
Balok,バロック
Harol,ハロル
Harold Johnson,ハロルド・ジョンソン
Power Word Kill,力の言葉:死
Power Word Stun,力の言葉:朦朧
Power Word Heal,力の言葉：癒し
Power Word Pain,力の言葉：苦痛
Pan,パン
Panpipes,パン・パイプ
Pan flute,パン・フルート
Hunger of Hadar,ハダルの飢え
Panther,パンサー
Banshee,バンシー
Pandjed,パンジェド
Hanseath,ハンセアス
Hansen,ハンセン
Hunter,ハンター
Hunter Shark,ハンター・シャーク
Hunter's Mark,狩人の印
Banderhobb,バンダーホッブ
Bandagh,バンダグ
Pants,シュッシュッポッポッという音）
Pandira,パンディラ（島）
Pantheon,パンテオン（神格集団）
A Sample Pantheon,パンテオンの一例
"Serving a Pantheon, Philosophy, or Force",パンテオンや思想や力そのものの信仰
Pandesmos,パンデスモス
banded agate,バンデッド・アゲート
Hand of Vecna,ヴェクナの手
Hand of the Eye,ハンド・オヴ・ジ・アイ
"Crossbow, hand",ハンド・クロスボウ
hand drum,ハンド・ドラム
handout,ハンドアウト
Handaxe,ハンドアックス
Locked Steering,ハンドル故障
Hundred Feathers,ハンドレッド・フェザーズ（百枚羽）
Humplebumple,ハンプルバンプル
THE HAMMER,ハンマー
Hammer,ハンマー（鎚）
Hammer of Thunderbolts,雷霆の鎚
Hammerstone,ハンマーストーン（鎚石）
Hammer,ハンマー月
Bakers' Guild,パン職人ギルド
Pierce,ピアース（貫く）
Piergeiron,ピアギアロン
Piergeiron's Palace,ピアギアロンの宮殿
Piercer,ピアサー
Bearded Devil,ビアデッド・デヴィル
Hiatea,ヒーアテイア
Beacon of Hope,希望のともしび
The Beaconmarch,ビーコンマーチ通り
Beast Sense,獣の知覚
Beast Bond,野獣の絆
Beast Master,ビースト・マスター
Beasthide,ビーストハイド（獣皮）
Peeta Brightmoon,ピータ・ブライトムーン
Bead of nourishment,栄養丸
Bead of Force,力場の珠
Bead of refreshment,清水丸
Heat Metal,金属加熱
Behir,ビーヒア
Heapside,ヒープサイド（地区）
Healing Spirit,回復の精霊
Healing Word,癒しの言葉
Heel,ヒール
Heal,大治癒
Hero Points,ヒーロー・ポイント
Heroes' Feast,英雄たちの饗宴
Pieron,ピエロン
Pixie,ピクシー
Bigby,ビグビー
Bigby's Hand,ビグビーの手
Pikel Bouldershoulder,ピケル・ボウルダーショウルダー
Hisari,ヒサーリ
Pisacar,ピサカル
standard,ビジネスクラス
wet parade,びしょ濡れ行列
Pijjirik,ピジリック
Besilmer,ビシルマー
Hiskaal,ヒスカール
histachii,ヒスタチー
Bestow Curse,呪詛
Pistol,ピストル
Bissel,ビセル
the Hidden Lord,ひそむ王
Bitter Sea,ビター海
grappling hook,ひっかけ鉤
Bigtoe,ビッグトゥ（大きな足指）
Bigheart,ビッグハート（大心家）
Stable,ひっくり返りにくい
Hitch,ヒッチ
Pitchwall,ピッチウォール
pool of Hit Dice,ヒット・ダイスのプール
Assign Hit Dice,ヒット・ダイスを持たせる
Pit Fiend,ピット・フィーンド
Hit Points and Hit Dice,ヒット・ポイントとヒット・ダイス
Pip,ピップ
hooves,ひづめ
Hiddukel,ヒドゥケル
Hitoshi Jade,ヒトシ・ジェイド
Hitotee,ヒトティー
Bidreked,ビドレクド
Twists,ひねり
Cracked Mirror,ひび割れた鏡
Biff Longsteel,ビフ・ロングスチール
Hypnotic Pattern,催眠文様
Bifrost,ビフロスト
Hippogriff,ヒポグリフ
Beholder,ビホルダー
Beholder-kin,ビホルダーキン
Beholder Pets,ビホルダーのペット
Beholder Lesser Minions,ビホルダーの下等な下僕
Beholder Eyestalk Shape,ビホルダーの眼柄の形状
Beholder Eyestalk Texture,ビホルダーの眼柄の質感
Beholder Mouth Shape and Size,ビホルダーの口の形状と大きさ
Beholder Teeth Shape,ビホルダーの歯の形状
Beholder Greater Minions,ビホルダーの上等な下僕
Beholder Tactics,ビホルダーの戦術
Variant Abilities,ビホルダーの選択ルール
Beholder Body Diameter,ビホルダーの体の直径
Beholder Skin Color,ビホルダーの体表の色
Beholder Iris Shape,ビホルダーの瞳の形状
Beholder Skin Texture,ビホルダーの表皮の質感
Beholder Eye Color,ビホルダーの目の色
Beholder Eye Size,ビホルダーの目の大きさ
Himo,ヒモ
jacinth,ヒヤシンス
Pureblood Characteristics,ピュアブラッドの蛇めいた所
Purify Food and Drink,食糧および水浄化
Hew,ヒュー
Hew Hackinstone,ヒュー・ハッキンストーン
Hukir,ヒューカー
Hyustus Staget,ヒューストゥス・スタギット
pewter,ピューター
Human,ヒューマン
The Age of Humanity,ヒューマンの時代
Variant Human: Mark of Passage,ヒューマンの選択ルール：移動のマーク
Variant Human: Mark of Making,ヒューマンの選択ルール：創造のマーク
Variant Human: Mark of Handling,ヒューマンの選択ルール：調教のマーク
Variant Human: Mark of Sentinel,ヒューマンの選択ルール：歩哨のマーク
Human Traits,ヒューマンの特徴
Human Names and Ethnicities,ヒューマンの名前と民族性
Nonhuman Deities,ヒューマン以外の神格
Nonhuman Deities,ヒューマン以外の神々
Heward's handy spice pouch,ヒューワードの便利な調味料入れ
Heward's Handy Haversack,ヒューワードの便利な背負い袋
Hhune,ヒューン（家）
Hhune House,ヒューン家の屋敷
Hydra,ヒュドラ
Hydroloth,ヒュドロロス
Pyra,ピラ
Hirrathak,ヒラサック
Pylas Zirinth,ピラス・ジリンス
Pylas Talaear,ピラス・タレアー
Pylas Pyrial,ピラス・ピリアル
Pylas Maradal,ピラス・マラダル
WHAT'S ON THE BILL?,ビラには何と？
Hillanot,ヒラノット
Inspiration Divine,ひらめきの神
Biri,ビリ
Piritar,ピリタール
Hill Giant,ヒル・ジャイアント
Hill Dwarf,ヒル・ドワーフ
Pilwicken,ピルウィッケン
Bilga,ビルガ
Hillsafar,ヒルザファー（遠き丘陵）
Hyrsam,ヒルサム
Pilster Pebblehuck,ピルスター・ペブルハック
Hilt,ヒルト
The Hilt,ヒルト
Hilltopple,ヒルトップル（転びヶ丘家）
Bilbron,ビルブロン
Birel,ビレル
Grovel,ひれ伏せ
Heroism,勇壮
Heroic Fantasy,ヒロイック・ファンタジー
piwafwi,ピワフィ
hin,ヒン
Bin,ビン
flask,ビン
Pin,ピン
Pingun,ピンガン
Pink Flumph,ピンク・フランフ（劇場）
marbled pink and green sphere,ピンクと緑が混じった球体
pink rhomboid,ピンク色の平行六面体
Pincer Staff,ピンサー・スタッフ
tweezers,ピンセット
Pyntle,ピントル
Bimpnottin,ビンプノッティン
Hin Fist,ヒン拳
Far Step,遠くへの一跳び
FARWATCH,ファーウォッチ
Farview,ファーヴュー
first-class,ファーストクラス
Fastfoot,ファーストフット（早足家）
Furyondy,ファーヨンディ
Pharra's Alley,ファーラ通り
Far,ファール
FARLNEN,ファールネン
Fharngnarthnost,ファーングナースノスト
Far Strait,ファー海峡
Fai,ファイ
Fire Elemental,ファイアー・エレメンタル
Fire Elemental Myrmidon,ファイアー・エレメンタル・ミュルミドン
fire opal,ファイアー・オパール
Fire Shield,炎の盾
Fire Giant,ファイアー・ジャイアント
Fire Giant Dreadnought,ファイアー・ジャイアントの無敵戦士
Fire Storm,火炎嵐
